cluster_id,cluster_size,cluster_area
113,2,0.0
114,2,9590.0
115,2,9493.0
116,1,3528.0
117,2,9069.0
118,2,0.0
119,2,0.0
120,1,3528.0
121,2,0.0
122,1,3528.0
123,1,0.0
124,2,8444.0
125,1,3528.0
126,2,9156.0
127,2,9385.0
128,1,3528.0
129,1,3528.0
130,2,8731.0
131,1,3528.0
132,1,3528.0
133,1,3528.0
134,1,3528.0
135,1,3528.0
136,1,3528.0
137,2,0.0
138,3,15138.0
139,1,0.0
140,1,3528.0
141,1,3528.0
142,2,9003.0
143,1,3528.0
144,1,3528.0
145,1,0.0
146,1,3528.0
147,1,3528.0
148,3,15470.5
149,2,0.0
150,1,3528.0
151,1,3528.0
152,1,3528.0
153,1,3528.0
154,1,3528.0
155,1,0.0
156,1,0.0
157,1,3528.0
158,1,3528.0
159,1,3528.0
160,1,3528.0
161,1,3528.0
162,2,8998.0
163,3,0.0
164,2,8106.0
165,1,0.0
166,1,3528.0
167,1,3528.0
168,1,3528.0
169,1,3528.0
170,1,0.0
171,1,3528.0
172,2,0.0
173,1,0.0
174,1,0.0
175,1,3528.0
176,2,8845.0
177,1,3528.0
178,2,9743.0
179,2,0.0
180,1,3528.0
181,3,16960.5
182,2,9168.0
183,1,3528.0
184,1,3528.0
185,1,3528.0
186,1,0.0
187,1,3528.0
188,1,3528.0
189,2,9275.0
190,1,3528.0
191,2,9025.0
192,2,8092.0
193,1,3528.0
194,2,8250.0
195,1,3528.0
196,1,3528.0
197,1,0.0
198,1,3528.0
199,1,3528.0
200,1,3528.0
201,1,3528.0
202,1,3528.0
203,1,3528.0
204,1,0.0
205,1,3528.0
206,2,9629.0
207,1,3528.0
208,1,0.0
209,1,3528.0
210,1,3528.0
211,1,3528.0
212,1,3528.0
213,1,3528.0
214,1,3528.0
215,1,3528.0
216,1,0.0
217,1,3528.0
218,1,0.0
219,1,3528.0
220,1,3528.0
221,1,0.0
222,1,3528.0
223,1,0.0
224,1,3528.0
225,1,3528.0
226,1,3528.0
227,1,0.0
228,2,683.5
229,2,8418.0
230,1,3528.0
231,1,3528.0
232,1,3528.0
233,1,0.0
234,1,3528.0
235,1,3528.0
236,2,0.0
237,1,0.0
238,1,3528.0
239,1,3528.0
240,1,3528.0
241,1,3528.0
242,1,3528.0
243,2,0.0
244,1,3528.0
245,1,0.0
246,1,3528.0
247,1,3528.0
248,1,3528.0
249,2,0.0
250,1,0.0
251,1,3528.0
252,1,0.0
253,1,3528.0
254,1,3528.0
255,1,0.0
256,1,3528.0
257,1,3528.0
258,1,0.0
259,1,3528.0
260,1,0.0
261,1,0.0
262,1,3528.0
263,1,3528.0
264,1,0.0
265,1,0.0
266,1,3528.0
267,1,3528.0
268,1,3528.0
269,1,3528.0
270,1,3528.0
271,1,3528.0
272,1,3528.0
273,1,3528.0
274,1,3528.0
275,1,3528.0
276,1,0.0
277,3,16276.5
278,1,3528.0
279,1,0.0
280,1,3528.0
281,1,3528.0
282,1,0.0
283,1,0.0
284,1,3528.0
285,1,3528.0
286,1,3528.0
287,1,3528.0
288,1,3528.0
289,1,3528.0
290,1,3528.0
291,1,3528.0
292,1,3528.0
293,1,3528.0
294,1,3528.0
295,1,0.0
296,1,3528.0
297,1,3528.0
298,1,3528.0
299,1,0.0
300,1,3528.0
301,1,3528.0
302,1,3528.0
303,1,0.0
304,1,0.0
305,1,3528.0
306,1,0.0
307,1,3528.0
308,1,0.0
309,1,3528.0
310,1,0.0
311,1,0.0
312,1,3528.0
313,1,3528.0
314,1,3528.0
315,1,0.0
316,1,3528.0
317,1,3528.0
318,1,3528.0
319,1,3528.0
320,1,3528.0
321,1,3528.0
322,1,0.0
323,1,0.0
324,1,3528.0
325,1,3528.0
326,1,3528.0
327,1,3528.0
328,1,3528.0
329,1,3528.0
330,1,3528.0
331,1,3528.0
332,1,3528.0
333,1,3528.0
334,1,0.0
335,1,0.0
336,1,3528.0
337,1,3528.0
338,1,0.0
339,1,3528.0
340,1,3528.0
341,1,3528.0
342,1,0.0
343,1,0.0
344,1,3528.0
345,1,3528.0
346,1,3528.0
347,1,3528.0
348,1,3528.0
349,1,3528.0
350,1,3528.0
351,1,0.0
352,1,3528.0
353,1,3528.0
354,1,3528.0
355,1,3528.0
356,1,0.0
357,1,3528.0
358,1,3528.0
359,1,3528.0
360,1,0.0
361,1,3528.0
362,1,3528.0
363,2,0.0
364,1,0.0
365,1,3528.0
366,1,0.0
367,1,3528.0
368,1,3528.0
369,1,0.0
370,1,3528.0
371,1,3528.0
372,1,3528.0
373,1,3528.0
374,1,3528.0
375,1,3528.0
376,1,3528.0
377,1,0.0
378,1,3528.0
